id,InYear,InMonth,InDay,intakedate,intakereason,animalname,breedname,speciesname,AgeYears,AgeMonths,AgeWeeks,animalage,sexname,OutYear,OutDay,OutMonth,movementdate,movementtype,returndate,returnedreason,DeadYear,DeadMonth,DeadDay,deceaseddate,deceasedreason,diedoffshelter,puttosleep
62337,2019,02,13,2019-02-13 15:06:32,Stray,Daisy,Collie/Mix,Dog,1,2,,1 year 2 months.,Female,2019,05,01,2019-05-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62338,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Abigail,Boxer,Dog,,,11,11 weeks.,Female,2019,02,22,2019-02-22 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62339,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Dusty,Labrador Retriever,Dog,,9,,9 months.,Male,2019,02,20,2019-02-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62340,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Melly,Boxer,Dog,,,16,16 weeks.,Male,2019,03,19,2019-03-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62341,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Harvey,Boxer,Dog,,,11,11 weeks.,Male,2019,02,21,2019-02-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62342,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Motley,Boxer,Dog,,,11,11 weeks.,Male,2019,02,19,2019-02-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62343,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Dozer,Boxer,Dog,,,11,11 weeks.,Male,2019,02,19,2019-02-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62344,2019,02,13,2019-02-13 15:09:04,Transfer from Other Shelter,Mildred,Boxer,Dog,,,11,11 weeks.,Female,2019,02,19,2019-02-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62345,2019,02,13,2019-02-13 15:33:01,Transfer from Other Shelter,Blaze,Labrador Retriever,Dog,,,12,12 weeks.,Male,2019,02,16,2019-02-16 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62346,2019,02,13,2019-02-13 15:43:29,Transfer from Other Shelter,Cash,Beagle,Dog,3,1,,3 years 1 month.,Male,2019,03,13,2019-03-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62347,2019,02,13,2019-02-13 15:57:54,Transfer from Other Shelter,Mooreland,"Terrier/Schnauzer, Standard",Dog,3,0,,3 years 0 months.,Male,2019,03,01,2019-03-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62348,2019,02,13,2019-02-13 16:03:20,Transfer from Other Shelter,Sadie,Labrador Retriever,Dog,,7,,7 months.,Female,2019,02,20,2019-02-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62349,2019,02,13,2019-02-13 16:10:19,Transfer from Other Shelter,Smoke,Labrador Retriever,Dog,,,9,9 weeks.,Female,2019,02,16,2019-02-16 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62351,2019,02,14,2019-02-14 12:28:37,Stray,Clyde Max,American Bulldog,Dog,2,1,,2 years 1 month.,Male,2019,03,15,2019-03-15 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62352,2019,02,14,2019-02-14 12:30:56,Stray,Baby,English Bulldog/American Bulldog,Dog,1,11,,1 year 11 months.,Female,2019,02,21,2019-02-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62353,2019,02,14,2019-02-14 12:33:40,Stray,Pixie,Boston Terrier/Bully Breed Mix,Dog,5,2,,5 years 2 months.,Female,2019,02,22,2019-02-22 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62354,2019,02,14,2019-02-14 14:25:58,Stray,Anubis,Labrador Retriever/Bully Breed Mix,Dog,,11,,11 months.,Male,2019,02,14,2019-02-14 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62355,2019,02,14,2019-02-14 14:52:37,Stray,Boomer,Australian Shepherd/Border Collie,Dog,6,0,,6 years 0 months.,Male,2019,03,05,2019-03-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62356,2019,02,14,2019-02-14 15:03:18,Stray,Kendrick,Bloodhound/Labrador Retriever,Dog,7,6,,7 years 6 months.,Male,2019,03,09,2019-03-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62357,2019,02,14,2019-02-14 16:36:59,Stray,Lolo,Labrador Retriever/Bully Breed Mix,Dog,1,6,,1 year 6 months.,Female,2019,03,14,2019-03-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62359,2019,02,15,2019-02-15 10:31:13,Unsuitable Accommodation,Charlie,Bully Breed Mix,Dog,5,0,,5 years 0 months.,Male,2019,02,19,2019-02-19 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62360,2019,02,15,2019-02-15 10:31:13,Unsuitable Accommodation,Hopie,Bully Breed Mix,Dog,5,1,,5 years 1 month.,Female,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62364,2019,02,15,2019-02-15 17:27:36,Stray,BabyCakes,Chihuahua/Mix,Dog,10,4,,10 years 4 months.,Female,2019,03,21,2019-03-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62365,2019,02,15,2019-02-15 18:10:58,Incompatible with owner lifestyle,Tiny,Great Dane/Mastiff,Dog,,,17,17 weeks.,Male,2019,02,20,2019-02-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62369,2019,02,16,2019-02-16 08:47:08,Stray,Ace,Hound,Dog,2,9,,2 years 9 months.,Male,2019,02,16,2019-02-16 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62373,2019,02,16,2019-02-16 15:53:21,Incompatible with other pets,Bucket,Great Dane/Mastiff,Dog,,11,,11 months.,Male,2019,03,12,2019-03-12 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62374,2019,02,17,2019-02-17 12:12:46,Stray,Lana,Boston Terrier/Beagle,Dog,3,2,,3 years 2 months.,Female,2019,02,18,2019-02-18 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62375,2019,02,17,2019-02-17 13:06:12,Stray,Rolo,Border Collie/Mix,Dog,4,0,,4 years 0 months.,Male,2019,02,17,2019-02-17 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62376,2019,02,17,2019-02-17 14:15:40,Stray,Zeus,Bully Breed Mix,Dog,3,0,,3 years 0 months.,Male,2019,02,25,2019-02-25 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62377,2019,02,17,2019-02-17 14:15:40,Stray,Kira,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Female,2019,02,25,2019-02-25 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62378,2019,02,17,2019-02-17 15:17:58,Stray,Lucy,Hound/Mix,Dog,,6,,6 months.,Female,2019,04,26,2019-04-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62385,2019,02,19,2019-02-19 10:32:47,Incompatible with owner lifestyle,Chance,Bully Breed Mix,Dog,1,1,,1 year 1 month.,Male,2019,03,29,2019-03-29 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62390,2019,02,19,2019-02-19 13:58:17,Stray,Skyy,Bully Breed Mix,Dog,7,1,,7 years 1 month.,Female,2019,02,19,2019-02-19 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62392,2019,02,19,2019-02-19 14:38:52,Stray,Tubbers,Beagle,Dog,8,9,,8 years 9 months.,Male,2019,03,28,2019-03-28 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62393,2019,02,19,2019-02-19 18:38:14,Unable to Afford,Sampson,Labrador Retriever/Bully Breed Mix,Dog,,11,,11 months.,Male,2019,04,01,2019-04-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62394,2019,02,19,2019-02-19 18:38:14,Unable to Afford,Chloe,Labrador Retriever/Bully Breed Mix,Dog,,11,,11 months.,Female,2019,03,19,2019-03-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62395,2019,02,19,2019-02-19 18:49:28,Stray,Angel,Labrador Retriever/Vizsla,Dog,2,0,,2 years 0 months.,Female,2019,02,20,2019-02-20 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62397,2019,02,20,2019-02-20 12:28:37,TNR - Trap/Neuter/Release,Literally,Bully Breed Mix/Cattle Dog,Dog,,11,,11 months.,Female,2019,03,06,2019-03-06 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62399,2019,02,20,2019-02-20 13:26:01,Stray,Grant,Beagle,Dog,2,0,,2 years 0 months.,Male,2019,02,20,2019-02-20 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62400,2019,02,20,2019-02-20 16:48:33,Abandoned,Mac,Labrador Retriever/Mix,Dog,1,1,,1 year 1 month.,Male,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62401,2019,02,20,2019-02-20 16:49:16,Stray,Shyla,"American Bulldog/Bulldog, English",Dog,4,0,,4 years 0 months.,Female,2019,02,26,2019-02-26 00:00:00,Foster,2019-03-08 00:00:00,Stray,,,,,Court Order/ Legal,0,0
62401,2019,02,20,2019-02-20 16:49:16,Stray,Shyla,"American Bulldog/Bulldog, English",Dog,4,0,,4 years 0 months.,Female,2019,03,17,2019-03-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62402,2019,02,20,2019-02-20 16:51:40,Abandoned,Brutus,Newfoundland/Mix,Dog,1,0,,1 year 0 months.,Male,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62403,2019,02,20,2019-02-20 16:53:36,Abandoned,Fluffernut,Newfoundland/Mix,Dog,3,0,,3 years 0 months.,Female,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62404,2019,02,20,2019-02-20 16:53:36,Abandoned,Stella,Newfoundland/Mix,Dog,,7,,7 months.,Female,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62405,2019,02,20,2019-02-20 16:53:36,Abandoned,Marshmallow,Newfoundland/Mix,Dog,,7,,7 months.,Female,2019,02,21,2019-02-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62410,2019,02,21,2019-02-21 12:52:15,Incompatible with owner lifestyle,Kash,Heeler/Bully Breed Mix,Dog,4,1,,4 years 1 month.,Male,2019,03,29,2019-03-29 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62411,2019,02,21,2019-02-21 13:00:28,Stray,Matlock,Husky,Dog,,,20,20 weeks.,Male,2019,03,14,2019-03-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62420,2019,02,22,2019-02-22 14:55:34,Abuse/ neglect,Bonz,Boston Terrier/Rat Terrier,Dog,2,9,,2 years 9 months.,Male,2019,03,26,2019-03-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62423,2019,02,22,2019-02-22 17:47:15,Biting,Sophie,Bully Breed Mix,Dog,7,0,,7 years 0 months.,Female,2019,03,03,2019-03-03 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62424,2019,02,22,2019-02-22 17:47:15,Biting,Dutch,Bully Breed Mix,Dog,13,0,,13 years 0 months.,Male,2019,03,03,2019-03-03 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62429,2019,02,24,2019-02-24 12:59:22,Stray,Wolf Lite,German Shepherd Dog,Dog,2,0,,2 years 0 months.,Male,2019,03,06,2019-03-06 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62433,2019,02,25,2019-02-25 09:43:08,Stray,Jessica,Beagle,Dog,2,0,,2 years 0 months.,Female,2019,03,05,2019-03-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62434,2019,02,25,2019-02-25 09:43:08,Stray,Sarah,Beagle,Dog,2,1,,2 years 1 month.,Female,2019,03,07,2019-03-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62437,2019,02,25,2019-02-25 18:04:41,Stray,Fairview,Labrador Retriever/Bully Breed Mix,Dog,3,1,,3 years 1 month.,Male,2019,03,20,2019-03-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62438,2019,02,25,2019-02-25 18:09:49,Stray,Village,Mix,Dog,,,25,25 weeks.,Male,2019,03,17,2019-03-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62439,2019,02,26,2019-02-26 00:53:43,Police Assist,Storm,Boxer,Dog,4,0,,4 years 0 months.,Male,2019,02,26,2019-02-26 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62440,2019,02,26,2019-02-26 09:28:36,Unable to Afford,Kala,Golden Retriever/Border Collie,Dog,2,0,,2 years 0 months.,Female,2019,03,12,2019-03-12 00:00:00,Escaped,,Stray,2019,03,15,2019-03-15 00:00:00,Died in community,1,0
62449,2019,02,26,2019-02-26 17:53:08,Stray,Joy,Beagle,Dog,4,1,,4 years 1 month.,Female,2019,04,12,2019-04-12 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62455,2019,02,27,2019-02-27 14:08:25,Incompatible with owner lifestyle,Pugsley,Pug/Beagle,Dog,7,5,,7 years 5 months.,Male,2019,03,01,2019-03-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62458,2019,02,27,2019-02-27 19:47:33,Stray,Zuko,Bully Breed Mix,Dog,1,8,,1 year 8 months.,Male,2019,02,28,2019-02-28 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62459,2019,02,28,2019-02-28 11:44:15,Rabies Monitoring,Zena,Australian Shepherd/Mix,Dog,8,0,,8 years 0 months.,Female,2019,03,08,2019-03-08 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62461,2019,02,28,2019-02-28 12:51:05,Stray,Rosco,Bully Breed Mix,Dog,9,10,,9 years 10 months.,Male,2019,03,21,2019-03-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62464,2019,02,28,2019-02-28 15:52:16,Moving,Cookie,Rat Terrier/Chihuahua,Dog,1,1,,1 year 1 month.,Female,2019,04,11,2019-04-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62465,2019,02,28,2019-02-28 15:52:16,Moving,Princess,Shepherd/Husky,Dog,1,4,,1 year 4 months.,Female,2019,04,11,2019-04-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62472,2019,03,01,2019-03-01 13:31:10,Unsuitable Accommodation,Moose,Shih Tzu/Yorkshire Terrier,Dog,,11,,11 months.,Male,2019,03,22,2019-03-22 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62474,2019,03,01,2019-03-01 16:27:07,Stray,Dexter,Rottweiler/Labrador Retriever,Dog,3,4,,13 years 4 months.,Male,2019,03,04,2019-03-04 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62476,2019,03,02,2019-03-02 12:05:40,Stray,King Louie,English Bulldog,Dog,1,0,,1 year 0 months.,Male,2019,03,02,2019-03-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62477,2019,03,02,2019-03-02 12:08:04,Moving,Zoe,Pomeranian/Sheltie,Dog,2,3,,2 years 3 months.,Female,2019,03,03,2019-03-03 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62480,2019,03,03,2019-03-03 13:06:20,Incompatible with owner lifestyle,Captain Nemo,American Eskimo,Dog,,,20,20 weeks.,Male,2019,03,24,2019-03-24 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62482,2019,03,04,2019-03-04 12:39:48,Stray,Nikki,Terrier/Hound,Dog,15,0,,15 years 0 months.,Male,2019,03,05,2019-03-05 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62485,2019,03,04,2019-03-04 15:23:53,Stray,Penny,Hound/Mix,Dog,3,0,,3 years 0 months.,Female,2019,03,05,2019-03-05 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62486,2019,03,05,2019-03-05 12:16:23,Stray,Mortimer,Pomeranian/Chihuahua,Dog,4,2,,4 years 2 months.,Male,2019,03,13,2019-03-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62489,2019,03,05,2019-03-05 16:00:26,Stray,Cooper,Newfoundland/Great Pyrenees,Dog,,10,,10 months.,Male,2019,03,15,2019-03-15 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62491,2019,03,05,2019-03-05 16:37:38,Stray,Teegan,Labrador Retriever/Hound,Dog,1,7,,1 year 7 months.,Female,2019,03,15,2019-03-15 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62492,2019,03,06,2019-03-06 01:09:47,Police Assist,Oliver,Newfoundland/Golden Retriever,Dog,15,0,,15 years 0 months.,Male,2019,03,06,2019-03-06 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62495,2019,03,06,2019-03-06 13:02:33,Incompatible with owner lifestyle,Sophie,Cocker Spaniel,Dog,8,0,,8 years 0 months.,Female,2019,03,14,2019-03-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62496,2019,03,06,2019-03-06 13:49:55,Stray,Beaker,Cairn Terrier/Mix,Dog,2,1,,2 years 1 month.,Male,2019,03,13,2019-03-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62497,2019,03,06,2019-03-06 17:45:58,Stray,Harold,Mix,Dog,11,0,,11 years 0 months.,Male,2019,03,07,2019-03-07 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62498,2019,03,07,2019-03-07 12:07:26,Stray,Rex,Rottweiler/Hound,Dog,12,0,,12 years 0 months.,Male,2019,03,11,2019-03-11 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62499,2019,03,07,2019-03-07 12:46:55,Stray,Callie,Heeler,Dog,6,0,,6 years 0 months.,Female,2019,03,07,2019-03-07 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62500,2019,03,07,2019-03-07 16:27:10,Stray,Dorian,Beagle,Dog,1,9,,1 year 9 months.,Male,2019,03,20,2019-03-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62502,2019,03,08,2019-03-08 16:00:55,Unsuitable Accommodation,Buddy,Pug/Beagle,Dog,2,0,,2 years 0 months.,Male,2019,03,13,2019-03-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62503,2019,03,08,2019-03-08 16:00:55,Unsuitable Accommodation,Rocky,Beagle/Terrier,Dog,2,2,,2 years 2 months.,Male,2019,03,13,2019-03-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62505,2019,03,10,2019-03-10 06:11:56,Police Assist,Allie,Shih Tzu,Dog,1,0,,1 year 0 months.,Female,2019,03,10,2019-03-10 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62506,2019,03,10,2019-03-10 12:27:31,Stray,Troy,Wirehaired Terrier,Dog,,6,,6 months.,Male,2019,03,10,2019-03-10 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62511,2019,03,11,2019-03-11 14:04:55,Landlord issues,McGee,Pomeranian,Dog,5,0,,5 years 0 months.,Male,2019,03,16,2019-03-16 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62512,2019,03,11,2019-03-11 15:38:35,Incompatible with owner lifestyle,Barry,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,03,28,2019-03-28 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62514,2019,03,11,2019-03-11 18:59:23,Police Assist,Scooby,Bully Breed Mix,Dog,9,1,,9 years 1 month.,Male,2019,03,12,2019-03-12 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62515,2019,03,12,2019-03-12 01:04:16,Police Assist,Doozie,Bully Breed Mix,Dog,3,0,,3 years 0 months.,Male,2019,03,12,2019-03-12 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62516,2019,03,12,2019-03-12 10:04:25,Incompatible with owner lifestyle,Bella,Beagle/Chihuahua,Dog,,10,,10 months.,Female,2019,03,21,2019-03-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62517,2019,03,12,2019-03-12 11:51:03,Stray,Georgia,German Shepherd Dog/Hound,Dog,,,20,20 weeks.,Female,2019,03,19,2019-03-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62518,2019,03,12,2019-03-12 12:10:42,Moving,Apollo Texas,Catahoula Leopard Dog/Bully Breed Mix,Dog,1,1,,1 year 1 month.,Male,2019,06,01,2019-06-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62519,2019,03,12,2019-03-12 13:34:55,Incompatible with owner lifestyle,Rosco,Husky/German Shepherd Dog,Dog,2,4,,2 years 4 months.,Male,2019,03,17,2019-03-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62520,2019,03,12,2019-03-12 13:54:29,Stray,Pete,Boxer/Mix,Dog,,8,,8 months.,Male,2019,03,25,2019-03-25 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62521,2019,03,12,2019-03-12 16:07:02,Stray,Luna,Mix,Dog,2,11,,2 years 11 months.,Female,2019,03,13,2019-03-13 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62529,2019,03,14,2019-03-14 12:08:50,Stray,Hunter Stewart,Airedale Terrier,Dog,5,7,,5 years 7 months.,Male,2019,03,14,2019-03-14 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62530,2019,03,14,2019-03-14 12:15:58,Stray,Josie,Beagle,Dog,7,4,,7 years 4 months.,Female,2019,06,28,2019-06-28 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62534,2019,03,15,2019-03-15 14:10:46,Stray,Leo,Shiba Inu,Dog,1,0,,1 year 0 months.,Male,2019,03,15,2019-03-15 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62541,2019,03,16,2019-03-16 12:28:10,Incompatible with owner lifestyle,Caeser,Beagle,Dog,,6,,6 months.,Male,2019,03,19,2019-03-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62543,2019,03,16,2019-03-16 13:24:04,Incompatible with owner lifestyle,Henry,Redbone Coonhound,Dog,3,0,,3 years 0 months.,Male,2019,03,24,2019-03-24 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62549,2019,03,16,2019-03-16 16:26:27,Landlord issues,Mac,Hound/Mix,Dog,,6,,6 months.,Male,2019,03,22,2019-03-22 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62550,2019,03,17,2019-03-17 13:12:29,Incompatible with owner lifestyle,Red,Coonhound,Dog,4,7,,4 years 7 months.,Female,2019,05,08,2019-05-08 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62553,2019,03,17,2019-03-17 14:05:29,Landlord issues,Sheila,German Shorthaired Pointer/Bully Breed Mix,Dog,1,0,,1 year 0 months.,Female,2019,04,14,2019-04-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62555,2019,03,18,2019-03-18 07:29:57,Abandoned,Goldie,Labrador Retriever/Mix,Dog,1,1,,1 year 1 month.,Female,2019,05,06,2019-05-06 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62556,2019,03,18,2019-03-18 07:29:57,Abandoned,Molly,Labrador Retriever/Mix,Dog,1,2,,1 year 2 months.,Female,2019,05,04,2019-05-04 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62567,2019,03,18,2019-03-18 16:38:29,Incompatible with other pets,Gina,Mastiff,Dog,1,2,,1 year 2 months.,Female,2019,04,25,2019-04-25 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62569,2019,03,19,2019-03-19 08:45:43,Stray,Dougar,Husky,Dog,1,11,,1 year 11 months.,Male,2019,05,17,2019-05-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62570,2019,03,19,2019-03-19 11:24:04,Stray,Duke,Bully Breed Mix,Dog,5,2,,5 years 2 months.,Male,2019,03,20,2019-03-20 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62571,2019,03,19,2019-03-19 12:24:17,Stray,Eliza,Labrador Retriever/Shar Pei,Dog,1,6,,1 year 6 months.,Female,2019,04,12,2019-04-12 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62575,2019,03,19,2019-03-19 14:15:32,Stray,Finley,German Shepherd Dog,Dog,6,2,,6 years 2 months.,Male,2019,03,19,2019-03-19 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62576,2019,03,19,2019-03-19 14:50:51,Stray,Levi,Bully Breed Mix,Dog,2,0,,2 years 0 months.,Male,2019,04,07,2019-04-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62577,2019,03,19,2019-03-19 15:24:21,Stray,Jada,Bully Breed Mix,Dog,5,0,,5 years 0 months.,Female,2019,03,20,2019-03-20 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62578,2019,03,19,2019-03-19 16:38:44,Stray,Rusty,Chihuahua/Miniature Pinscher,Dog,2,2,,2 years 2 months.,Male,2019,03,28,2019-03-28 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62584,2019,03,20,2019-03-20 13:08:09,Stray,Sega,Terrier/Mix,Dog,7,1,,7 years 1 month.,Male,2019,04,18,2019-04-18 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62588,2019,03,21,2019-03-21 12:09:22,Stray,Gidget,Hound/Mix,Dog,2,1,,2 years 1 month.,Female,2019,04,03,2019-04-03 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62589,2019,03,21,2019-03-21 12:27:43,Stray,Lucky,Golden Retriever/Poodle,Dog,,,21,21 weeks.,Male,2019,04,03,2019-04-03 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62598,2019,03,22,2019-03-22 15:12:35,Stray,Ellie,Chihuahua,Dog,6,2,,6 years 2 months.,Female,2019,03,22,2019-03-22 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62602,2019,03,23,2019-03-23 12:16:32,Stray,Edgar,Redbone Coonhound,Dog,,6,,6 months.,Male,2019,04,06,2019-04-06 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62608,2019,03,23,2019-03-23 15:31:13,Stray,Freckles,Heeler,Dog,,9,,9 months.,Male,2019,04,07,2019-04-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62609,2019,03,23,2019-03-23 15:31:13,Stray,Sprinkles,Heeler,Dog,,9,,9 months.,Male,2019,04,07,2019-04-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
